2019-05-16.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10199898deebd18d_d20190517_m000147_c001_v0001093_t0058;12874625;1558051307000
2019-05-17.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10592e0f775e53ee_d20190518_m230227_c001_v0001090_t0030;18959527;1558220547000
2019-05-18.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1014c406984dea70_d20190519_m230656_c001_v0001037_t0027;13896403;1558307216000
2019-05-19.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f117b342f12e85bdb_d20190521_m010934_c001_v0001029_t0039;13500181;1558400974000
2019-05-20.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1068ba6a35b9ea7a_d20190521_m010743_c001_v0001102_t0023;21721185;1558400863000
2019-05-21.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10862f649ca27ce8_d20190522_m010756_c001_v0001040_t0017;24251488;1558487276000
2019-05-22.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1085093e27281915_d20190523_m010756_c001_v0001038_t0039;24015585;1558573676000
2019-05-23.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1041f7f684c42952_d20190524_m010756_c001_v0001093_t0015;23944285;1558660076000
2019-05-24.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1150e87574dfa7c1_d20190525_m000723_c001_v0001015_t0026;18657229;1558742843000
2019-05-25.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f109a0cf4480eec94_d20190526_m000636_c001_v0001033_t0018;11219144;1558829196000
2019-05-26.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f112bb55b18de59ee_d20190527_m000636_c001_v0001109_t0052;11149693;1558915596000
2019-05-27.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1195aab6520299f9_d20190528_m000703_c001_v0001036_t0046;15787678;1559002023000
2019-05-28.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f110f510b627cdb53_d20190529_m000711_c001_v0001116_t0012;16457017;1559088431000
2019-05-29.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f103d36448516724a_d20190530_m000717_c001_v0001008_t0030;17539625;1559174837000
2019-05-30.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10227b2a46013028_d20190531_m000659_c001_v0001113_t0039;14969792;1559261219000
2019-05-31.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f110540c407cea96d_d20190601_m000714_c001_v0001091_t0027;16755202;1559347634000
2019-06-01.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f114f50ed4f011841_d20190602_m000640_c001_v0001116_t0025;11315860;1559434000000
2019-06-02.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1154db36080be859_d20190603_m000634_c001_v0001098_t0004;10955919;1559520394000
2019-06-03.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f111f279de5400a58_d20190604_m000711_c001_v0001011_t0003;16904748;1559606831000
2019-06-04.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1156e54b5e7dbafb_d20190605_m000712_c001_v0001120_t0006;17058663;1559693232000
2019-06-05.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f111017e2898576a6_d20190606_m000729_c001_v0001120_t0040;18359244;1559779649000
2019-06-06.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f102ff3eae7fa58ee_d20190607_m000714_c001_v0001116_t0022;16391538;1559866034000
2019-06-07.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f106260bf360cfaa5_d20190608_m000657_c001_v0001033_t0003;14065604;1559952417000
2019-06-08.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1056be5496843075_d20190609_m000628_c001_v0001117_t0018;9461932;1560038788000
2019-06-09.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11799bc0699b4d59_d20190610_m000636_c001_v0001117_t0008;10840823;1560125196000
2019-06-10.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10390d91ec0bbef3_d20190611_m000717_c001_v0001015_t0017;17325143;1560211637000
2019-06-11.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f118f018ff564510c_d20190612_m000710_c001_v0001097_t0053;16423689;1560298030000
2019-06-12.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119e6e81499bcbec_d20190613_m000708_c001_v0001115_t0014;15565970;1560384428000
2019-06-13.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f107ddc75bc5ba3d6_d20190614_m000709_c001_v0001029_t0006;16158579;1560470829000
2019-06-14.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1119ff38383264d7_d20190615_m000707_c001_v0001099_t0059;16293115;1560557227000
2019-06-15.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f101a28f846576243_d20190616_m000633_c001_v0001117_t0004;10706606;1560643593000
2019-06-16.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1173f64a96d0405a_d20190617_m000634_c001_v0001115_t0049;10723432;1560729994000
2019-06-17.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f113da5d737b1866d_d20190618_m000720_c001_v0001103_t0057;17446477;1560816440000
2019-06-18.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1143660e6f7c5f23_d20190619_m000923_c001_v0001017_t0043;17071442;1560902963000
2019-06-19.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1163438fc6817123_d20190620_m000713_c001_v0001120_t0034;17298195;1560989233000
2019-06-20.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1006ca68bd8e1f40_d20190621_m000636_c001_v0001099_t0056;10997373;1561075596000
2019-06-21.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1140114437522499_d20190622_m000710_c001_v0001033_t0010;16387485;1561162030000
2019-06-22.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11198988edae0a57_d20190623_m000629_c001_v0001117_t0003;9924117;1561248389000
2019-06-23.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f102137b4fd9f71b0_d20190624_m000627_c001_v0001092_t0004;9802727;1561334787000
2019-06-24.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11643cbe962b3bf3_d20190625_m000651_c001_v0001109_t0011;13867335;1561421211000
2019-06-25.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1113a64026ccc565_d20190626_m000657_c001_v0001093_t0024;14020856;1561507617000
2019-06-26.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f110a54ea820ffaf0_d20190627_m000650_c001_v0001101_t0000;13708513;1561594010000
2019-06-27.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f114652236a1af41c_d20190628_m000659_c001_v0001120_t0017;14317694;1561680419000
2019-06-28.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1006fe8f1c7fb264_d20190629_m000650_c001_v0001026_t0004;13809115;1561766810000
2019-06-29.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f101d58acd58127fd_d20190630_m000631_c001_v0001036_t0051;10432806;1561853191000
2019-06-30.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11999fe24ab4e6a5_d20190701_m000630_c001_v0001038_t0052;10095399;1561939590000
2019-07-01.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f106f69040dff9c63_d20190702_m000652_c001_v0001032_t0043;13775221;1562026012000
2019-07-02.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f109a1cfc15b4b1b5_d20190703_m000652_c001_v0001037_t0018;13838309;1562112412000
2019-07-03.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f118045cc95578583_d20190704_m000652_c001_v0001104_t0056;13307362;1562198812000
2019-07-04.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f103361b8a585adaf_d20190705_m000640_c001_v0001100_t0026;11487439;1562285200000
2019-07-05.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1157ab688989e283_d20190706_m000653_c001_v0001120_t0059;14126241;1562371613000
2019-07-06.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f101629f9591d9cd3_d20190707_m000632_c001_v0001099_t0002;10400076;1562457992000
2019-07-07.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f106efe1e68cfec78_d20190708_m000631_c001_v0001120_t0051;10218739;1562544391000
2019-07-08.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1069f3cf7e5938f7_d20190709_m000649_c001_v0001040_t0038;13075635;1562630809000
2019-07-09.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f101ec4e53ff86e43_d20190710_m000647_c001_v0001113_t0039;12976372;1562717207000
2019-07-10.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1011d98acb5b5e30_d20190711_m000653_c001_v0001117_t0026;14452100;1562803613000
2019-07-11.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1180babb4c4a5171_d20190712_m000653_c001_v0001113_t0020;14162083;1562890013000
2019-07-12.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f114cf96bebaaeb5b_d20190713_m000654_c001_v0001015_t0014;14452214;1562976414000
