2019-07-13.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10765b2620f09b52_d20190714_m000631_c001_v0001032_t0034;10653082;1563062791000
2019-07-14.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1128a43e252e3f45_d20190715_m000611_c001_v0001113_t0028;7187735;1563149171000
2019-07-16.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f110b218553fe5e54_d20190717_m000622_c001_v0001120_t0051;8597514;1563321982000
2019-07-17.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1054b509f4c8beda_d20190718_m000700_c001_v0001090_t0005;13741888;1563408420000
2019-07-18.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10228e349838bca6_d20190719_m000659_c001_v0001105_t0041;13820338;1563494819000
2019-07-19.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f115118595c3dae1e_d20190720_m000700_c001_v0001101_t0049;14764606;1563581220000
2019-07-20.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f108bd47afcf7ee3a_d20190721_m000631_c001_v0001113_t0025;10305748;1563667591000
2019-07-21.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10444b89a877df41_d20190722_m000630_c001_v0001120_t0025;10213506;1563753990000
2019-07-22.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11095ba56b80da43_d20190723_m000656_c001_v0001099_t0039;14517941;1563840416000
2019-07-23.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1063192c9fc2f3e6_d20190724_m000702_c001_v0001105_t0019;14945557;1563926822000
2019-07-24.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119dc5db7357eb4f_d20190725_m000653_c001_v0001008_t0027;14012356;1564013213000
2019-07-25.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f105d52a5d3667035_d20190726_m000700_c001_v0001117_t0032;15004046;1564099620000
2019-07-26.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f117241e3672d151d_d20190727_m000658_c001_v0001101_t0026;14793750;1564186018000
2019-07-27.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f104cbf51c82be884_d20190728_m000605_c001_v0001117_t0008;6398926;1564272365000
2019-07-29.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119fa3fc700743b8_d20190730_m000618_c001_v0001006_t0027;8276019;1564445178000
2019-07-30.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f100aaea4855aca61_d20190731_m000658_c001_v0001098_t0029;14975141;1564531618000
2019-07-31.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11589c557c8c9e9d_d20190801_m000703_c001_v0001003_t0001;15213749;1564618023000
2019-08-01.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f116facd420f4f768_d20190802_m141501_c001_v0001015_t0021;14129324;1564755301000
2019-08-02.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1045d5e8425185b3_d20190803_m000700_c001_v0001039_t0006;15095901;1564790820000
2019-08-03.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f108737fb9c43f3eb_d20190804_m000638_c001_v0001117_t0034;11308433;1564877198000
2019-08-04.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1184bf99f3c7f6d0_d20190805_m000634_c001_v0001015_t0023;11011962;1564963594000
2019-08-05.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f100aaea485643d38_d20190806_m000702_c001_v0001098_t0010;15103720;1565050022000
2019-08-06.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f113008f50434c487_d20190807_m000702_c001_v0001117_t0002;15072439;1565136422000
2019-08-07.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119a98442a2a0f01_d20190808_m000702_c001_v0001040_t0041;15018480;1565222822000
2019-08-08.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1013dd6f0779111e_d20190809_m000702_c001_v0001042_t0058;14861692;1565309222000
2019-08-09.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f116873750ba69a5c_d20190810_m000702_c001_v0001116_t0010;14643530;1565395622000
2019-08-10.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1051099cc934c196_d20190811_m000636_c001_v0001115_t0040;10642815;1565481996000
2019-08-11.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f118b132ee9227287_d20190812_m000634_c001_v0001100_t0017;10421052;1565568394000
2019-08-12.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1022351e8bca50ec_d20190813_m000658_c001_v0001001_t0035;14648266;1565654818000
2019-08-13.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f107128a50bd76969_d20190814_m000653_c001_v0001006_t0020;13671234;1565741213000
2019-08-14.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119c8d644a58aaeb_d20190815_m000653_c001_v0001021_t0041;13697294;1565827613000
2019-08-15.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f119b4da8f18b5732_d20190816_m000627_c001_v0001117_t0006;9641500;1565913987000
2019-08-16.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f101e201e7b9823c7_d20190817_m000640_c001_v0001098_t0002;11433020;1566000400000
2019-08-17.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1012554447945575_d20190818_m000628_c001_v0001120_t0024;10163673;1566086788000
2019-08-18.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f107e5b153bc5daee_d20190819_m000628_c001_v0001120_t0033;10083867;1566173188000
2019-08-19.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11198833d9d7d8ec_d20190820_m000653_c001_v0001109_t0039;13815903;1566259613000
2019-08-20.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1019fcc239b61f44_d20190821_m000658_c001_v0001031_t0029;14014864;1566346018000
2019-08-21.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f113fb64376c17686_d20190822_m000653_c001_v0001038_t0037;14153191;1566432413000
2019-08-22.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1029a58ee47e3ee9_d20190823_m000652_c001_v0001105_t0005;14057876;1566518812000
2019-08-23.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f106c617a76f0fd44_d20190824_m000649_c001_v0001029_t0025;13579758;1566605209000
2019-08-24.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f106c864c0c1c9ceb_d20190825_m000634_c001_v0001091_t0039;10437001;1566691594000
2019-08-25.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1080599f75419443_d20190826_m000631_c001_v0001044_t0014;10115906;1566777991000
2019-08-25.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1080599f75419443_d20190826_m000631_c001_v0001044_t0014;10115906;1566777991000
2019-08-26.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1082c8dd7c6d2f9c_d20190827_m000652_c001_v0001099_t0037;13882333;1566864412000
2019-08-27.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f10767b87302e27e0_d20190828_m000654_c001_v0001044_t0017;14174730;1566950814000
2019-08-28.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f1098026ed35d944b_d20190829_m000654_c001_v0001032_t0001;14118961;1567037214000
2019-08-29.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f115a0904fba3a9fa_d20190830_m000654_c001_v0001109_t0004;14183517;1567123614000
2019-08-30.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f114213dda99b128f_d20190831_m000702_c001_v0001113_t0056;14258284;1567210022000
2019-08-31.csv.zip;4_z8a15b68c51c2b1be6aae0c1e_f11413bc96a277cae_d20190901_m000632_c001_v0001043_t0027;10525543;1567296392000
listing.json;4_z8a15b68c51c2b1be6aae0c1e_f113877753c268624_d20190901_m000703_c001_v0001120_t0009;52153;1567296423000
